,tweet_id,favorites,retweet_count
1380,765222098633691136,12651,3792
1381,765371061932261376,7710,2411
1382,765395769549590528,28641,3796
1383,765669560888528897,5649,1366
1384,765719909049503744,7869,2412
1385,766008592277377025,4067,559
1386,766069199026450432,4664,979
1387,766078092750233600,0,2902
1388,766313316352462849,7365,2114
1389,766423258543644672,6558,1781
1390,766693177336135680,4399,888
1391,766793450729734144,5546,1528
1392,767122157629476866,11020,3198
1393,767191397493538821,13376,4283
1394,767500508068192258,8141,2617
1395,767754930266464257,17475,6057
1396,767884188863397888,5186,1582
1397,768193404517830656,11891,3969
1398,768473857036525572,14833,3847
1399,768596291618299904,5487,1436
1400,768609597686943744,4490,1353
1401,768855141948723200,4582,1004
1402,768970937022709760,15715,7354
1403,769212283578875904,5886,1923
1404,769695466921623552,6970,1869
1405,769940425801170949,34314,10832
1406,770069151037685760,8244,2586
1407,770093767776997377,0,3420
1408,770293558247038976,6794,1673
1409,770414278348247044,6863,2315
1410,770655142660169732,7991,1966
1411,770772759874076672,5661,1584
1412,770787852854652928,5410,1373
1413,771004394259247104,0,247
1414,771014301343748096,7507,1859
1415,771102124360998913,6780,1612
1416,771136648247640064,10028,3275
1417,771171053431250945,0,8485
1418,771380798096281600,11508,5746
1419,771500966810099713,9016,2937
1420,771770456517009408,13112,3816
1421,772102971039580160,4367,1039
1422,772114945936949249,2954,527
1423,772117678702071809,4088,823
1424,772152991789019136,4111,1264
1425,772193107915964416,6550,1560
1426,772581559778025472,7063,1908
1427,772615324260794368,0,3792
1428,772826264096874500,8698,2610
1429,772877495989305348,9373,4377
1430,773191612633579521,10898,4617
1431,773247561583001600,10217,3604
1432,773308824254029826,25349,8413
1433,773547596996571136,24056,6943
1434,773670353721753600,5820,1459
1435,773704687002451968,7195,1837
1436,773922284943896577,6972,1946
1437,773985732834758656,11721,4368
1438,774314403806253056,23761,6293
1439,774639387460112384,7343,1958
1440,774757898236878852,9314,1985
1441,775085132600442880,16974,5332
1442,775364825476165632,8135,3365
1443,775729183532220416,14106,5169
1444,775733305207554048,15134,4507
1445,775842724423557120,12782,3022
1446,775898661951791106,0,17424
1447,776088319444877312,1999,171
1448,776113305656188928,12834,4911
1449,776201521193218049,10479,2836
1450,776218204058357768,32771,17993
1451,776477788987613185,9694,3154
1452,776813020089548800,5333,1364
1453,776819012571455488,0,15451
1454,777189768882946048,15632,4869
1455,777621514455814149,9565,2812
1456,777641927919427584,0,4813
1457,777684233540206592,12286,3316
1458,777885040357281792,6952,1850
1459,778027034220126208,7177,1834
1460,778039087836069888,9268,2982
1461,778286810187399168,11357,3734
1462,778383385161035776,6394,1241
1463,778396591732486144,0,13817
1464,778408200802557953,14896,4899
1465,778624900596654080,5082,1140
1466,778650543019483137,6321,1689
1467,778748913645780993,7552,1507
1468,778990705243029504,21909,8223
1469,779056095788752897,16188,5105
1470,779123168116150273,12921,4108
1471,779377524342161408,9663,3519
1472,779834332596887552,20841,8000
1473,780192070812196864,9536,2529
1474,780459368902959104,5782,1199
1475,780476555013349377,0,133
1476,780496263422808064,0,4207
1477,780543529827336192,6905,1961
1478,780601303617732608,13248,3752
1479,780800785462489090,6039,1466
1480,780858289093574656,7873,2252
1481,780931614150983680,23688,8306
1482,781163403222056960,10695,3075
1483,781251288990355457,9256,2375
1484,781524693396357120,22730,6249
1485,781661882474196992,11435,3058
1486,781955203444699136,12149,3805
1487,782021823840026624,0,7065
1488,782305867769217024,18265,6290
1489,782598640137187329,8548,2130
1490,782722598790725632,18911,6081
1491,782747134529531904,8170,1571
1492,782969140009107456,26456,8301
1493,783085703974514689,8931,2501
1494,783334639985389568,32038,13250
1495,783347506784731136,0,6350
1496,783391753726550016,18533,6243
1497,783466772167098368,9286,2550
1498,783695101801398276,11443,3634
1499,783821107061198850,8069,2220
1500,783839966405230592,33013,12258
1501,784431430411685888,6226,1448
1502,784517518371221505,9841,2870
1503,784826020293709826,11130,3637
1504,785170936622350336,13277,5507
1505,785264754247995392,7976,1855
1506,785533386513321988,10001,2278
1507,785639753186217984,8566,2500
1508,785872687017132033,7334,2068
1509,785927819176054784,12476,3570
1510,786036967502913536,0,8000
1511,786233965241827333,16834,5426
1512,786363235746385920,11968,3968
1513,786595970293370880,10319,3514
1514,786664955043049472,11715,2912
1515,786709082849828864,19938,6892
1516,786963064373534720,29160,9082
1517,787322443945877504,8560,1979
1518,787397959788929025,11898,3208
1519,787717603741622272,11209,3156
1520,787810552592695296,9530,3457
1521,788039637453406209,6738,1495
1522,788070120937619456,0,3859
1523,788150585577050112,6755,1478
1524,788178268662984705,7954,2415
1525,788412144018661376,17132,6018
1526,788765914992902144,30126,11687
1527,788908386943430656,30066,14065
1528,789137962068021249,10664,3160
1529,789268448748703744,10023,2941
1530,789530877013393408,12914,3823
1531,789599242079838210,7468,2194
1532,789628658055020548,8286,2018
1533,789986466051088384,10183,2630
1534,790277117346975746,13800,3647
1535,790337589677002753,8598,2116
1536,790581949425475584,22712,8119
1537,790698755171364864,9010,2157
1538,790723298204217344,0,2630
1539,790946055508652032,18252,5331
1540,790987426131050500,10885,2418
1541,791026214425268224,0,4683
1542,791312159183634433,9656,2880
1543,791406955684368384,14419,4661
1544,791672322847637504,12906,3557
1545,792050063153438720,7890,2034
1546,792394556390137856,14842,4869
1547,792773781206999040,8065,1912
1548,792883833364439040,12419,4843
1549,792913359805018113,15774,4566
1550,793120401413079041,13938,4422
1551,793135492858580992,7085,2816
1552,793150605191548928,6778,1939
1553,793165685325201412,10328,3157
1554,793180763617361921,7585,2247
1555,793195938047070209,16769,6368
1556,793210959003287553,9813,3205
1557,793226087023144960,10798,3239
1558,793241302385262592,11575,3721
1559,793256262322548741,21951,9445
1560,793271401113350145,9485,2674
1561,793286476301799424,27054,10434
1562,793500921481273345,11746,2707
1563,793601777308463104,8756,1853
1564,793614319594401792,0,3557
1565,793845145112371200,10115,2125
1566,793962221541933056,18513,5561
1567,794205286408003585,10122,3778
1568,794332329137291264,10496,3000
1569,794355576146903043,0,11687
1570,794926597468000259,11291,2628
1571,794983741416415232,0,3823
1572,795076730285391872,17825,6152
1573,795400264262053889,11086,3246
1574,795464331001561088,54736,27044
1575,796031486298386433,11860,4191
1576,796080075804475393,9278,2624
1577,796116448414461957,9965,2746
1578,796149749086875649,35566,16241
1579,796177847564038144,0,16241
1580,796387464403357696,12105,4725
1581,796484825502875648,8326,2001
1582,796759840936919040,13038,3477
1583,796865951799083009,8416,2151
1584,797236660651966464,21957,7522
1585,797545162159308800,15939,5496
1586,797971864723324932,12793,3565
1587,798209839306514432,11373,2888
1588,798340744599797760,0,3816
1589,798628517273620480,0,2225
1590,798644042770751489,0,2100
1591,798665375516884993,0,4422
1592,798673117451325440,0,6315
1593,798694562394996736,0,5659
1594,798697898615730177,0,7403
1595,798925684722855936,8148,1626
1596,798933969379225600,14464,5079
1597,799063482566066176,8880,2789
1598,799297110730567681,10876,3153
1599,799422933579902976,8822,2162
1600,799757965289017345,9225,2448
1601,799774291445383169,0,5332
1602,800018252395122689,31174,14947
1603,800141422401830912,16789,2909
1604,800388270626521089,12235,3171
1605,800443802682937345,0,4911
1606,800459316964663297,10362,2430
1607,800513324630806528,14426,3409
1608,800751577355128832,11515,3135
1609,801115127852503040,8852,2362
1610,801167903437357056,26918,6756
1611,801285448605831168,6656,939
1612,801538201127157760,8978,2335
1613,801958328846974976,8464,1933
1614,802239329049477120,9943,2948
1615,666094000022159362,166,76
